month,state,category,orders,revenue_brl,avg_delivery_days,avg_review_score
2017-11-01,MG,computers_accessories,51,11529.72,14.0,3.96
2017-11-01,MG,consoles_games,16,2116.46,15.9,4.06
2017-11-01,MG,construction_tools_construction,9,1787.3,14.9,4.3
2017-11-01,MG,construction_tools_lights,3,937.47,16.7,5.0
2017-11-01,MG,construction_tools_safety,3,385.33,8.3,4.33
2017-11-01,MG,cool_stuff,37,7627.3,12.6,4.46
2017-11-01,MG,costruction_tools_garden,2,209.5,9.8,2.0
2017-11-01,MG,drinks,1,59.59,12.0,5.0
2017-11-01,MG,dvds_blu_ray,1,54.09,30.0,1.0
2017-11-01,MG,electronics,17,1276.59,17.9,3.83
2017-11-01,MG,fashio_female_clothing,1,45.09,8.0,4.0
2017-11-01,MG,fashion_bags_accessories,24,3222.11,12.3,3.96
2017-11-01,MG,fashion_male_clothing,2,140.08,9.5,2.5
2017-11-01,MG,fashion_shoes,5,543.58,15.5,4.6
2017-11-01,MG,flowers,1,31.9,13.0,4.0
2017-11-01,MG,food_drink,1,66.23,5.0,4.0
2017-11-01,MG,furniture_bedroom,1,578.38,15.0,5.0
2017-11-01,MG,furniture_decor,61,8718.15,15.1,3.94
2017-11-01,MG,furniture_living_room,7,2410.13,15.7,4.5
2017-11-01,MG,garden_tools,69,7614.54,15.5,4.17
2017-11-01,MG,health_beauty,68,11142.94,12.0,4.32
2017-11-01,MG,home_appliances,3,307.07,10.7,5.0
2017-11-01,MG,home_appliances_2,4,1128.77,17.0,3.2
2017-11-01,MG,home_confort,5,822.24,19.5,3.33
2017-11-01,MG,home_construction,5,1023.69,11.4,3.8
2017-11-01,MG,housewares,46,6824.19,11.6,3.73
2017-11-01,MG,kitchen_dining_laundry_garden_furniture,1,244.73,16.0,5.0
2017-11-01,MG,luggage_accessories,8,790.36,10.0,4.78
2017-11-01,MG,market_place,1,147.06,15.0,3.0
2017-11-01,MG,musical_instruments,9,5469.97,16.6,4.33
2017-11-01,MG,office_furniture,7,2536.6,23.1,3.56
2017-11-01,MG,party_supplies,1,602.58,20.0,4.0
2017-11-01,MG,perfumery,48,7030.86,13.3,4.18
2017-11-01,MG,pet_shop,13,2120.31,12.4,4.18
2017-11-01,MG,small_appliances,2,183.76,23.5,4.0
2017-11-01,MG,sports_leisure,51,7989.51,11.6,4.26
2017-11-01,MG,stationery,15,2229.13,12.9,4.35
2017-11-01,MG,tablets_printing_image,2,190.42,11.5,5.0
2017-11-01,MG,telephony,52,4827.71,12.9,4.09
2017-11-01,MG,toys,56,9108.71,14.3,4.4
2017-11-01,MG,watches_gifts,45,8587.26,12.3,4.23
2017-11-01,MS,audio,1,206.99,20.0,5.0
2017-11-01,MS,auto,1,24.3,12.0,5.0
2017-11-01,MS,baby,2,462.21,12.0,5.0
2017-11-01,MS,bed_bath_table,4,632.13,24.0,3.0
2017-11-01,MS,christmas_supplies,1,68.49,24.0,1.0
2017-11-01,MS,computers_accessories,4,339.0,11.0,3.8
2017-11-01,MS,consoles_games,2,176.28,10.5,5.0
2017-11-01,MS,cool_stuff,1,168.61,23.0,5.0
2017-11-01,MS,fashion_bags_accessories,1,47.62,6.0,4.0
2017-11-01,MS,food_drink,1,33.7,12.0,4.0
2017-11-01,MS,furniture_decor,2,312.67,14.3,4.25
2017-11-01,MS,furniture_living_room,1,224.75,13.0,5.0
2017-11-01,MS,garden_tools,3,943.4,20.0,4.0
2017-11-01,MS,health_beauty,5,1658.37,16.2,4.67
2017-11-01,MS,housewares,2,110.21,14.0,4.0
2017-11-01,MS,musical_instruments,1,418.04,19.0,5.0
2017-11-01,MS,pet_shop,1,118.17,25.0,4.0
2017-11-01,MS,sports_leisure,5,497.95,11.1,3.71
2017-11-01,MS,telephony,3,117.25,18.0,3.67
2017-11-01,MS,toys,2,215.56,25.0,3.0
2017-11-01,MS,watches_gifts,1,206.76,16.0,5.0
2017-11-01,MT,(unknown),2,188.33,26.0,3.5
2017-11-01,MT,auto,4,467.69,13.0,5.0
2017-11-01,MT,baby,2,460.28,15.5,5.0
2017-11-01,MT,bed_bath_table,6,797.3,16.9,4.86
2017-11-01,MT,computers_accessories,6,3346.38,19.6,3.43
2017-11-01,MT,consoles_games,1,473.62,16.0,5.0
2017-11-01,MT,cool_stuff,2,340.17,18.5,5.0
2017-11-01,MT,fashion_bags_accessories,2,150.91,23.0,5.0
2017-11-01,MT,fashion_shoes,1,178.25,12.0,5.0
2017-11-01,MT,furniture_decor,2,156.66,22.0,5.0
2017-11-01,MT,garden_tools,3,1190.12,19.2,2.33
2017-11-01,MT,health_beauty,8,930.37,16.1,3.0
2017-11-01,MT,home_confort,1,199.68,21.0,5.0
2017-11-01,MT,home_construction,1,400.65,25.0,4.0
2017-11-01,MT,housewares,3,331.91,12.7,4.33
2017-11-01,MT,musical_instruments,1,139.98,30.0,3.0
2017-11-01,MT,office_furniture,1,749.44,19.0,1.0
2017-11-01,MT,pet_shop,2,234.99,15.7,5.0
2017-11-01,MT,small_appliances,1,206.63,14.0,5.0
2017-11-01,MT,sports_leisure,8,629.36,24.8,3.75
2017-11-01,MT,stationery,3,463.91,32.3,3.0
2017-11-01,MT,tablets_printing_image,1,51.69,18.0,1.0
2017-11-01,MT,telephony,4,131.65,28.5,2.75
2017-11-01,MT,toys,4,430.9,18.3,4.0
2017-11-01,MT,watches_gifts,5,712.72,19.6,4.6
2017-11-01,PA,(unknown),2,2778.12,21.5,4.5
2017-11-01,PA,auto,1,238.0,20.0,5.0
2017-11-01,PA,baby,1,328.24,37.0,1.0
2017-11-01,PA,bed_bath_table,1,249.76,31.0,1.0
2017-11-01,PA,computers_accessories,3,472.36,27.0,2.67
2017-11-01,PA,consoles_games,1,96.82,24.0,5.0
2017-11-01,PA,cool_stuff,5,761.28,21.4,5.0
2017-11-01,PA,electronics,2,92.56,20.5,2.5
2017-11-01,PA,fashion_bags_accessories,4,341.64,41.5,2.0
2017-11-01,PA,fashion_shoes,1,113.89,39.0,2.0
2017-11-01,PA,fixed_telephony,1,614.49,37.0,
2017-11-01,PA,furniture_decor,3,510.41,16.4,3.8
2017-11-01,PA,garden_tools,2,417.06,22.3,4.0
2017-11-01,PA,health_beauty,8,1642.54,22.9,4.56
2017-11-01,PA,home_appliances,1,61.53,24.0,3.0
2017-11-01,PA,housewares,2,203.97,22.0,4.5
2017-11-01,PA,office_furniture,4,1408.41,24.5,1.67
2017-11-01,PA,perfumery,3,724.63,24.0,5.0
2017-11-01,PA,sports_leisure,4,891.31,35.5,2.5
2017-11-01,PA,stationery,1,128.09,21.0,5.0
2017-11-01,PA,telephony,7,551.57,25.7,3.43
2017-11-01,PA,toys,2,530.52,42.0,1.5
2017-11-01,PA,watches_gifts,10,1215.33,23.8,3.55
2017-11-01,PB,baby,2,443.76,21.5,3.0
2017-11-01,PB,bed_bath_table,1,344.34,28.0,1.0
2017-11-01,PB,computers_accessories,1,287.64,50.0,5.0
2017-11-01,PB,consoles_games,1,58.65,23.0,3.0
2017-11-01,PB,cool_stuff,2,333.97,13.0,5.0
2017-11-01,PB,electronics,2,124.85,19.0,3.5
2017-11-01,PB,fixed_telephony,1,273.06,19.0,5.0
2017-11-01,PB,garden_tools,1,97.87,16.0,5.0
2017-11-01,PB,health_beauty,3,354.74,24.7,3.33
2017-11-01,PB,home_construction,1,371.87,13.0,5.0
2017-11-01,PB,housewares,2,199.96,42.5,2.0
2017-11-01,PB,industry_commerce_and_business,1,117.14,21.0,1.0
2017-11-01,PB,kitchen_dining_laundry_garden_furniture,1,660.39,22.0,4.0
2017-11-01,PB,market_place,1,97.04,22.0,5.0
2017-11-01,PB,small_appliances,1,455.11,11.0,5.0
2017-11-01,PB,sports_leisure,1,118.1,29.0,5.0
2017-11-01,PB,stationery,2,399.48,42.0,2.5
2017-11-01,PB,toys,1,103.28,9.0,5.0
2017-11-01,PB,watches_gifts,2,874.97,15.5,2.5
2017-11-01,PE,(unknown),2,154.2,25.5,4.5
2017-11-01,PE,agro_industry_and_commerce,1,3184.55,52.0,2.0
2017-11-01,PE,auto,7,886.08,12.0,3.22
2017-11-01,PE,baby,2,224.73,10.5,4.0
2017-11-01,PE,bed_bath_table,9,1277.06,22.4,3.8
2017-11-01,PE,computers_accessories,10,1452.97,22.6,4.0
2017-11-01,PE,consoles_games,2,266.38,26.0,2.5
2017-11-01,PE,construction_tools_construction,1,1427.25,11.0,5.0
2017-11-01,PE,cool_stuff,2,327.84,10.5,3.0
2017-11-01,PE,electronics,2,122.16,21.0,5.0
2017-11-01,PE,fashion_bags_accessories,4,493.16,14.5,3.75
2017-11-01,PE,food_drink,2,470.62,19.5,4.0
2017-11-01,PE,furniture_decor,9,1605.79,13.8,2.56
2017-11-01,PE,garden_tools,6,576.68,24.6,3.0
2017-11-01,PE,health_beauty,14,2357.83,15.7,4.62
2017-11-01,PE,home_confort,1,317.51,26.0,1.0
2017-11-01,PE,housewares,2,92.32,12.0,2.0
2017-11-01,PE,luggage_accessories,1,84.57,13.0,5.0
2017-11-01,PE,office_furniture,2,429.67,35.0,1.5
2017-11-01,PE,perfumery,4,779.96,12.6,2.8
2017-11-01,PE,pet_shop,4,652.2,21.3,4.0
2017-11-01,PE,sports_leisure,10,1421.12,15.8,4.0
2017-11-01,PE,stationery,5,1005.13,27.2,4.17
2017-11-01,PE,telephony,4,435.78,15.8,3.75
2017-11-01,PE,toys,7,1354.25,19.9,4.71
2017-11-01,PE,watches_gifts,13,3011.44,20.3,3.67
2017-11-01,PI,air_conditioning,1,134.5,21.0,5.0
2017-11-01,PI,auto,2,687.88,38.5,1.0
2017-11-01,PI,baby,1,269.25,25.0,3.0
2017-11-01,PI,bed_bath_table,1,75.57,30.0,4.0
2017-11-01,PI,computers_accessories,3,450.74,24.3,4.0
2017-11-01,PI,cool_stuff,1,155.45,17.0,5.0
2017-11-01,PI,costruction_tools_garden,1,85.95,13.0,5.0
2017-11-01,PI,electronics,2,97.13,27.5,2.5
2017-11-01,PI,fashion_underwear_beach,1,186.86,26.0,1.0
2017-11-01,PI,furniture_decor,2,232.23,23.3,2.33
2017-11-01,PI,garden_tools,2,195.74,31.5,3.5
2017-11-01,PI,health_beauty,3,239.39,31.3,2.67
2017-11-01,PI,housewares,2,126.29,23.0,5.0
2017-11-01,PI,luggage_accessories,1,163.58,16.0,5.0
2017-11-01,PI,musical_instruments,1,94.1,47.0,1.0
2017-11-01,PI,perfumery,1,107.9,40.0,1.0
2017-11-01,PI,telephony,4,307.26,23.0,4.25
2017-11-01,PI,toys,1,112.42,27.0,3.0
2017-11-01,PI,watches_gifts,1,83.15,29.0,2.0
2017-11-01,PR,(unknown),2,221.95,31.5,1.0
2017-11-01,PR,agro_industry_and_commerce,1,435.59,15.0,5.0
2017-11-01,PR,audio,1,34.0,27.0,2.0
2017-11-01,PR,auto,16,3169.1,15.5,3.71
2017-11-01,PR,baby,8,1491.87,11.6,3.8
2017-11-01,PR,bed_bath_table,45,6015.92,15.4,3.98
2017-11-01,PR,books_general_interest,3,409.6,17.7,5.0
2017-11-01,PR,christmas_supplies,3,182.72,17.7,3.67
2017-11-01,PR,computers_accessories,26,5035.56,11.1,3.84
2017-11-01,PR,consoles_games,3,392.12,12.0,5.0
2017-11-01,PR,construction_tools_construction,3,305.08,13.8,4.5
2017-11-01,PR,construction_tools_safety,1,216.05,10.0,5.0
2017-11-01,PR,cool_stuff,11,1871.65,10.5,4.77
2017-11-01,PR,electronics,16,552.47,13.4,4.31
2017-11-01,PR,fashion_bags_accessories,5,359.57,16.0,3.8
2017-11-01,PR,fashion_shoes,1,102.74,14.0,5.0
2017-11-01,PR,food,1,73.13,16.0,5.0
2017-11-01,PR,food_drink,3,354.87,17.3,3.25
2017-11-01,PR,furniture_decor,32,6759.79,14.4,3.82
2017-11-01,PR,furniture_living_room,1,53.83,11.0,4.0
2017-11-01,PR,garden_tools,21,2110.35,17.0,3.89
2017-11-01,PR,health_beauty,23,3756.28,13.4,4.26
2017-11-01,PR,home_confort,1,107.78,17.0,4.0
2017-11-01,PR,housewares,13,1443.04,12.8,3.94
2017-11-01,PR,kitchen_dining_laundry_garden_furniture,3,373.93,12.0,4.67
2017-11-01,PR,luggage_accessories,3,287.18,9.7,4.67
2017-11-01,PR,musical_instruments,3,641.97,13.3,4.75
2017-11-01,PR,office_furniture,5,1596.71,22.4,2.71
2017-11-01,PR,perfumery,14,1611.58,13.8,4.31
2017-11-01,PR,pet_shop,5,537.51,17.2,4.6
2017-11-01,PR,signaling_and_security,1,51.89,17.0,1.0
2017-11-01,PR,sports_leisure,27,3728.8,13.4,4.32
2017-11-01,PR,stationery,9,1320.6,15.8,4.67
2017-11-01,PR,telephony,21,1115.76,17.4,3.67
2017-11-01,PR,toys,23,4030.69,13.7,4.43
2017-11-01,PR,watches_gifts,13,3973.58,11.5,4.73
2017-11-01,RJ,(unknown),13,3385.55,27.1,4.21
2017-11-01,RJ,agro_industry_and_commerce,2,1413.17,14.5,3.5
2017-11-01,RJ,air_conditioning,3,722.85,19.7,3.0
2017-11-01,RJ,audio,7,1139.55,23.0,4.14
2017-11-01,RJ,auto,36,9275.62,16.8,3.73
2017-11-01,RJ,baby,17,2254.62,19.6,3.61
2017-11-01,RJ,bed_bath_table,158,21593.66,22.2,3.33
2017-11-01,RJ,books_general_interest,4,252.6,12.8,5.0
2017-11-01,RJ,books_technical,1,141.64,8.0,5.0
2017-11-01,RJ,christmas_supplies,2,132.18,7.0,4.33
2017-11-01,RJ,cine_photo,1,259.94,24.0,1.0
2017-11-01,RJ,computers_accessories,56,8213.58,17.3,3.75
2017-11-01,RJ,consoles_games,18,1506.33,18.0,3.79
2017-11-01,RJ,construction_tools_construction,5,865.26,26.7,2.71
2017-11-01,RJ,construction_tools_lights,2,491.4,13.3,1.67
2017-11-01,RJ,construction_tools_safety,1,97.22,10.0,5.0
2017-11-01,RJ,cool_stuff,41,9080.8,19.5,3.49
2017-11-01,RJ,costruction_tools_garden,1,36.51,12.0,4.0
2017-11-01,RJ,costruction_tools_tools,1,168.2,29.0,1.0
2017-11-01,RJ,dvds_blu_ray,1,37.53,10.0,5.0
2017-11-01,RJ,electronics,19,1814.18,19.3,4.32
2017-11-01,RJ,fashion_bags_accessories,15,1397.59,14.8,3.59
2017-11-01,RJ,fashion_male_clothing,1,76.08,50.0,1.0
2017-11-01,RJ,fashion_shoes,1,218.35,18.0,5.0
2017-11-01,RJ,fashion_underwear_beach,3,328.02,25.0,2.33
2017-11-01,RJ,flowers,3,109.53,14.0,4.67
2017-11-01,RJ,food,1,65.1,15.0,5.0
2017-11-01,RJ,food_drink,6,601.08,11.8,4.67
2017-11-01,RJ,furniture_decor,76,10681.99,21.4,3.39
2017-11-01,RJ,furniture_living_room,3,1120.39,17.3,3.0
2017-11-01,RJ,furniture_mattress_and_upholstery,1,124.52,13.0,5.0
2017-11-01,RJ,garden_tools,75,9683.35,20.0,3.44
2017-11-01,RJ,health_beauty,49,7201.57,14.9,3.88
2017-11-01,RJ,home_appliances,2,797.69,21.0,2.5
2017-11-01,RJ,home_confort,7,1285.52,21.0,3.43
2017-11-01,RJ,home_construction,1,99.34,4.0,5.0
2017-11-01,RJ,housewares,43,5908.32,17.4,3.64
2017-11-01,RJ,industry_commerce_and_business,1,84.59,17.0,5.0
2017-11-01,RJ,kitchen_dining_laundry_garden_furniture,3,845.67,22.3,4.0
2017-11-01,RJ,luggage_accessories,8,1416.34,12.4,4.0
2017-11-01,RJ,market_place,1,99.95,12.0,5.0
2017-11-01,RJ,musical_instruments,4,2016.35,13.3,4.75
2017-11-01,RJ,office_furniture,16,5688.48,27.0,2.67
2017-11-01,RJ,party_supplies,1,29.84,5.0,5.0
2017-11-01,RJ,perfumery,34,4507.07,15.1,3.56
2017-11-01,RJ,pet_shop,10,2402.95,19.3,4.0
2017-11-01,RJ,signaling_and_security,1,473.28,14.0,1.0
2017-11-01,RJ,small_appliances,4,1174.09,10.8,3.8
2017-11-01,RJ,sports_leisure,72,12425.07,16.8,3.87
2017-11-01,RJ,stationery,22,3073.24,16.6,4.38
2017-11-01,RJ,tablets_printing_image,2,115.14,17.0,4.0
2017-11-01,RJ,telephony,29,4040.6,17.1,3.84
2017-11-01,RJ,toys,75,14105.89,15.5,3.73
2017-11-01,RJ,watches_gifts,59,17629.23,18.8,3.31
2017-11-01,RN,baby,1,86.24,18.0,5.0
2017-11-01,RN,bed_bath_table,1,143.1,37.0,1.0
2017-11-01,RN,books_general_interest,2,84.54,5.0,5.0
2017-11-01,RN,computers_accessories,4,506.63,20.0,3.0
2017-11-01,RN,consoles_games,2,839.73,17.5,5.0
2017-11-01,RN,cool_stuff,2,319.61,13.5,4.5
2017-11-01,RN,costruction_tools_garden,1,87.66,14.0,4.0
2017-11-01,RN,furniture_decor,4,1043.4,29.5,2.75
2017-11-01,RN,furniture_mattress_and_upholstery,1,288.29,50.0,1.0
2017-11-01,RN,garden_tools,1,173.94,47.0,2.0
2017-11-01,RN,health_beauty,5,1976.38,18.6,3.6
2017-11-01,RN,home_appliances_2,1,781.74,18.0,1.0
2017-11-01,RN,housewares,1,107.94,34.0,1.0
2017-11-01,RN,kitchen_dining_laundry_garden_furniture,1,294.19,45.0,1.0
2017-11-01,RN,perfumery,1,137.0,20.0,5.0
2017-11-01,RN,pet_shop,2,960.94,14.0,4.5
2017-11-01,RN,sports_leisure,2,274.14,15.5,4.5
2017-11-01,RN,stationery,1,133.22,19.0,4.0
2017-11-01,RN,telephony,6,1232.2,15.2,3.67
2017-11-01,RN,toys,1,92.8,28.0,1.0
2017-11-01,RN,watches_gifts,1,176.34,15.0,4.0
2017-11-01,RO,auto,2,1071.57,13.5,4.0
2017-11-01,RO,bed_bath_table,1,218.91,21.0,1.0
2017-11-01,RO,books_general_interest,1,67.66,18.0,5.0
2017-11-01,RO,construction_tools_construction,1,453.5,19.0,3.0
2017-11-01,RO,cool_stuff,1,259.94,13.0,4.0
2017-11-01,RO,garden_tools,1,202.51,13.0,5.0
2017-11-01,RO,health_beauty,2,481.79,11.0,5.0
2017-11-01,RO,luggage_accessories,1,455.37,25.0,4.0
2017-11-01,RO,market_place,1,209.48,25.0,5.0
2017-11-01,RO,office_furniture,1,172.09,17.0,1.0
2017-11-01,RO,pet_shop,1,323.82,20.0,5.0
2017-11-01,RO,sports_leisure,1,105.26,12.0,4.0
2017-11-01,RO,watches_gifts,3,3035.57,19.3,4.0
2017-11-01,RR,electronics,1,39.03,15.0,5.0
2017-11-01,RR,health_beauty,1,112.43,53.0,1.0
2017-11-01,RS,(unknown),3,258.42,18.7,3.67
2017-11-01,RS,agro_industry_and_commerce,1,442.75,8.0,5.0
2017-11-01,RS,air_conditioning,1,329.38,16.0,5.0
2017-11-01,RS,audio,4,300.99,15.5,3.5
2017-11-01,RS,auto,6,1176.88,21.7,2.43
2017-11-01,RS,baby,19,2308.95,16.5,3.7
2017-11-01,RS,bed_bath_table,48,5944.44,21.6,3.26
2017-11-01,RS,books_general_interest,3,316.02,33.7,2.33
2017-11-01,RS,books_imported,1,92.29,26.0,5.0
2017-11-01,RS,christmas_supplies,1,162.91,41.0,4.0
2017-11-01,RS,computers_accessories,28,4986.97,17.4,3.42
2017-11-01,RS,consoles_games,7,889.42,22.9,4.0
2017-11-01,RS,construction_tools_construction,3,630.63,24.0,4.25
2017-11-01,RS,cool_stuff,20,5430.75,22.9,3.0
2017-11-01,RS,drinks,1,162.42,68.0,1.0
2017-11-01,RS,dvds_blu_ray,1,54.05,13.0,5.0
2017-11-01,RS,electronics,8,289.8,21.1,3.63
2017-11-01,RS,fashion_bags_accessories,10,1009.56,17.4,3.83
2017-11-01,RS,fashion_shoes,2,205.48,21.5,5.0
2017-11-01,RS,fashion_underwear_beach,1,170.84,25.0,2.0
2017-11-01,RS,furniture_decor,27,3995.76,23.9,3.22
2017-11-01,RS,garden_tools,29,6872.77,18.3,3.91
2017-11-01,RS,health_beauty,26,4283.11,20.2,3.59
2017-11-01,RS,home_appliances,3,1261.67,11.7,5.0
2017-11-01,RS,home_appliances_2,1,701.47,11.0,3.0
2017-11-01,RS,home_confort,4,377.72,30.8,3.0
2017-11-01,RS,home_construction,5,687.37,15.4,4.8
2017-11-01,RS,housewares,20,3501.44,12.9,3.59
2017-11-01,RS,kitchen_dining_laundry_garden_furniture,3,444.81,13.5,4.0
2017-11-01,RS,luggage_accessories,3,353.37,13.0,5.0
2017-11-01,RS,musical_instruments,4,352.51,13.8,3.25
2017-11-01,RS,office_furniture,3,734.4,21.3,4.67
2017-11-01,RS,perfumery,13,1354.88,14.8,4.69
2017-11-01,RS,pet_shop,3,298.05,15.0,4.2
2017-11-01,RS,small_appliances,4,748.88,23.5,3.75
2017-11-01,RS,sports_leisure,32,4327.05,17.6,4.4
2017-11-01,RS,stationery,7,912.03,14.0,4.71
2017-11-01,RS,telephony,24,1289.48,16.9,3.88
2017-11-01,RS,toys,23,5633.9,15.7,4.13
2017-11-01,RS,watches_gifts,15,4081.12,15.6,4.67
2017-11-01,SC,(unknown),8,1193.71,18.0,3.0
2017-11-01,SC,audio,1,206.99,22.0,5.0
2017-11-01,SC,auto,13,2267.41,17.4,3.33
2017-11-01,SC,baby,9,1214.04,14.0,3.8
2017-11-01,SC,bed_bath_table,19,2199.64,21.7,3.26
2017-11-01,SC,books_general_interest,2,281.45,28.5,3.0
2017-11-01,SC,christmas_supplies,2,87.41,11.5,3.5
2017-11-01,SC,computers,1,1391.79,14.0,3.0
2017-11-01,SC,computers_accessories,18,2314.72,15.9,4.32
2017-11-01,SC,consoles_games,4,570.91,25.8,3.0
2017-11-01,SC,construction_tools_safety,1,92.19,56.0,1.0
2017-11-01,SC,cool_stuff,9,2437.55,20.5,2.73
2017-11-01,SC,drinks,2,87.68,17.5,4.0
2017-11-01,SC,electronics,8,562.11,16.3,2.5
2017-11-01,SC,fashion_bags_accessories,9,636.29,25.9,3.33
2017-11-01,SC,fashion_male_clothing,1,76.08,23.0,5.0
2017-11-01,SC,furniture_decor,12,1311.76,18.8,3.41
2017-11-01,SC,garden_tools,22,2635.12,20.3,3.74
2017-11-01,SC,health_beauty,19,3304.19,12.6,4.84
2017-11-01,SC,home_appliances,1,267.13,10.0,5.0
2017-11-01,SC,home_appliances_2,2,617.97,14.0,5.0
2017-11-01,SC,home_confort,1,66.01,46.0,1.0
2017-11-01,SC,home_construction,2,644.01,12.0,3.0
2017-11-01,SC,housewares,10,914.85,11.6,4.82
2017-11-01,SC,kitchen_dining_laundry_garden_furniture,1,138.0,18.0,5.0
2017-11-01,SC,luggage_accessories,4,417.61,14.5,4.5
2017-11-01,SC,market_place,1,45.0,11.0,5.0
2017-11-01,SC,musical_instruments,1,2032.04,24.0,4.0
2017-11-01,SC,office_furniture,2,764.97,16.0,4.0
2017-11-01,SC,perfumery,13,1609.02,19.1,4.0
2017-11-01,SC,pet_shop,4,385.07,17.3,4.0
2017-11-01,SC,small_appliances,1,739.49,6.0,5.0
2017-11-01,SC,sports_leisure,32,4160.32,13.8,4.38
2017-11-01,SC,stationery,8,1615.32,17.2,4.44
2017-11-01,SC,telephony,21,2268.06,17.9,3.54
2017-11-01,SC,toys,13,1743.99,14.6,4.21
2017-11-01,SC,watches_gifts,13,3149.85,15.2,4.83
2017-11-01,SE,auto,1,96.38,36.0,4.0
2017-11-01,SE,baby,2,350.41,41.0,2.5
2017-11-01,SE,bed_bath_table,1,137.24,34.0,1.0
2017-11-01,SE,computers_accessories,1,67.28,36.0,2.0
2017-11-01,SE,consoles_games,1,146.3,22.0,5.0
2017-11-01,SE,cool_stuff,3,1349.81,15.0,5.0
2017-11-01,SE,food_drink,1,135.5,18.0,4.0
2017-11-01,SE,furniture_decor,2,1185.5,22.0,1.0
2017-11-01,SE,garden_tools,2,173.91,23.0,4.0
2017-11-01,SE,health_beauty,3,913.03,35.0,3.67
2017-11-01,SE,market_place,1,392.1,22.0,3.0
2017-11-01,SE,perfumery,1,164.3,18.0,4.0
2017-11-01,SE,telephony,4,548.75,16.5,3.75
2017-11-01,SE,toys,1,51.05,15.0,5.0
2017-11-01,SE,watches_gifts,2,901.83,48.5,1.0
2017-11-01,SP,(unknown),52,4702.57,9.6,3.93
2017-11-01,SP,agro_industry_and_commerce,5,1767.08,11.2,3.8
2017-11-01,SP,air_conditioning,9,3057.64,10.0,4.0
2017-11-01,SP,audio,11,1726.81,11.3,3.07
2017-11-01,SP,auto,100,13415.21,10.2,4.29
2017-11-01,SP,baby,70,7922.68,11.1,4.0
2017-11-01,SP,bed_bath_table,332,42961.33,12.3,3.77
2017-11-01,SP,books_general_interest,19,1572.44,10.3,4.26
2017-11-01,SP,books_imported,1,188.92,4.0,5.0
2017-11-01,SP,books_technical,2,190.38,4.0,5.0
2017-11-01,SP,cds_dvds_musicals,3,224.82,10.0,5.0
2017-11-01,SP,christmas_supplies,4,289.86,6.8,4.6
2017-11-01,SP,computers_accessories,163,27275.18,11.1,4.04
2017-11-01,SP,consoles_games,53,5581.2,12.0,4.29
2017-11-01,SP,construction_tools_construction,9,698.95,9.8,4.73
2017-11-01,SP,construction_tools_lights,2,565.14,22.5,2.0
2017-11-01,SP,construction_tools_safety,4,2192.72,7.8,5.0
2017-11-01,SP,cool_stuff,106,19615.26,8.5,4.47
2017-11-01,SP,costruction_tools_garden,4,268.47,10.3,4.0
2017-11-01,SP,costruction_tools_tools,2,87.96,13.0,5.0
2017-11-01,SP,drinks,9,677.7,9.8,4.69
2017-11-01,SP,electronics,62,5695.14,8.1,4.09
2017-11-01,SP,fashio_female_clothing,1,39.08,7.0,1.0
2017-11-01,SP,fashion_bags_accessories,84,6123.44,9.0,3.63
2017-11-01,SP,fashion_male_clothing,6,749.44,8.4,4.29
2017-11-01,SP,fashion_shoes,5,565.51,12.7,4.17
2017-11-01,SP,fashion_sport,1,67.68,8.0,5.0
2017-11-01,SP,fashion_underwear_beach,3,332.89,12.3,4.33
2017-11-01,SP,fixed_telephony,2,116.15,7.0,3.0
2017-11-01,SP,flowers,2,127.86,8.5,4.0
2017-11-01,SP,food,7,444.13,7.0,3.18
2017-11-01,SP,food_drink,10,929.63,9.1,3.07
2017-11-01,SP,furniture_bedroom,1,262.1,25.0,4.0
2017-11-01,SP,furniture_decor,233,30768.48,12.5,3.8
2017-11-01,SP,furniture_living_room,15,3534.19,14.7,3.08
2017-11-01,SP,garden_tools,139,15410.92,11.7,4.12
2017-11-01,SP,health_beauty,201,34578.69,9.4,4.3
2017-11-01,SP,home_appliances,12,2232.26,13.6,3.08
2017-11-01,SP,home_appliances_2,5,2341.85,22.0,4.0
2017-11-01,SP,home_comfort_2,1,24.75,20.0,1.0
2017-11-01,SP,home_confort,15,2457.59,13.3,3.19
2017-11-01,SP,home_construction,13,1813.23,10.3,3.6
2017-11-01,SP,housewares,161,18359.87,10.0,4.26
2017-11-01,SP,industry_commerce_and_business,3,1200.59,9.0,4.67
2017-11-01,SP,kitchen_dining_laundry_garden_furniture,13,2815.97,14.0,4.0
2017-11-01,SP,luggage_accessories,24,4343.55,8.6,4.52
2017-11-01,SP,market_place,3,435.72,8.0,4.14
2017-11-01,SP,musical_instruments,13,4193.78,10.1,3.85
2017-11-01,SP,office_furniture,23,5517.88,16.0,3.25
2017-11-01,SP,party_supplies,1,274.15,8.0,5.0
2017-11-01,SP,perfumery,114,13044.25,9.4,4.12
2017-11-01,SP,pet_shop,33,4736.47,11.4,4.22
2017-11-01,SP,signaling_and_security,1,267.62,8.0,1.0
2017-11-01,SP,small_appliances,11,3184.79,8.3,4.17
2017-11-01,SP,sports_leisure,225,26979.41,9.3,4.44
2017-11-01,SP,stationery,56,5982.42,11.0,4.44
2017-11-01,SP,telephony,109,8245.33,9.1,3.88
2017-11-01,SP,toys,184,25233.29,10.2,4.22
